_id,name,email,password,languages,birth_date,country,course,situationLaboral,role,dateCreated,gender,eventsConfi,imageUrl,firstOnBoard,conocimientos,quieroAprender,interests,tokens,__v
6487a21ac6fbcccc6873182f,Mustafa Krause,mustafa.krause@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano']",693273600000,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/343/23,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0f0']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb0fa']",,
6487a21ac6fbcccc68731830,Luc Chauvet,luc.chauvet@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano']",563328000000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/751x487,True,"['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb107', '64879ed95340903bb1ebb113']",,
6487a21ac6fbcccc68731831,Virgilio Juárez Villar,virgilio.juárez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés']",410400000000,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/327/976,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb115']",,
6487a21ac6fbcccc68731832,Dott. Antonio Zabarella,dott..antonio@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán']",762134400000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/750/60,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0eb']",['64879ed95340903bb1ebb10e'],,
6487a21ac6fbcccc68731833,Isaac du Grondin,isaac.du@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Castellano', 'Alemán']",617155200000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/712/121,True,['64879e9a5340903bb1ebb0ea'],['64879e9a5340903bb1ebb0ed'],"['64879ed95340903bb1ebb100', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb116']",,
6487a21ac6fbcccc68731834,Alexandre Guérin,alexandre.guérin@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Inglés', 'Alemán', 'Italiano']",735004800000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/736/914,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb0fe']",,
6487a21ac6fbcccc68731835,Alphons Argan,alphons.argan@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Alemán', 'Castellano']",767145600000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/815/314,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ed']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb115', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb116']",,
6487a21ac6fbcccc68731836,Auguste Joubert de Techer,auguste.joubert@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Castellano']",1062028800000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/53/985,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ed']","['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ea']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb0fe']",,
6487a21ac6fbcccc68731837,Claudio Company Aparicio,claudio.company@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán']",587606400000,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/699x210,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb112']",,
6487a21ac6fbcccc68731838,Cesar Gelabert Valderrama,cesar.gelabert@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Italiano', 'Francés']",754185600000,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/669x444,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0eb']","['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0f0']","['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb113']",,
6487a21ac6fbcccc68731839,Xavier Marie Le Moreno,xavier.marie@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Castellano', 'Inglés']",761961600000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/821/539,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ed']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb110', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb113']",,
6487a21ac6fbcccc6873183a,Adem Löffler,adem.löffler@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano', 'Italiano', 'Francés']",572659200000,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/424/412,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ec']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ea']","['64879ed95340903bb1ebb116', '64879ed95340903bb1ebb108']",,
6487a21ac6fbcccc6873183b,Timothy Hale,timothy.hale@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés']",864864000000,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/240x925,True,['64879e9a5340903bb1ebb0e8'],['64879e9a5340903bb1ebb0e7'],"['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb0fb']",,
6487a21ac6fbcccc6873183c,Eliseo Sáez,eliseo.sáez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Italiano', 'Inglés', 'Francés']",982886400000,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/536/535,True,"['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ea']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb108']",,
6487a21ac6fbcccc6873183d,Arsenio Pirelli,arsenio.pirelli@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano', 'Francés']",926985600000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/340/898,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ed']","['64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb100']",,
6487a21ac6fbcccc6873183e,Jon Torres III,jon.torres@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Castellano']",1096416000000,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/469x344,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ed']",['64879ed95340903bb1ebb110'],,
6487a21ac6fbcccc6873183f,Paolo Ziani,paolo.ziani@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano', 'Alemán']",796089600000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/742/931,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ea']",['64879ed95340903bb1ebb10f'],,
6487a21ac6fbcccc68731840,Amico Ortese,amico.ortese@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Inglés', 'Castellano']",1032739200000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/994x124,True,['64879e9a5340903bb1ebb0e8'],['64879e9a5340903bb1ebb0ea'],"['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb110']",,
6487a21ac6fbcccc68731841,Joseph Vargas,joseph.vargas@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Italiano', 'Francés']",1088726400000,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/369/247,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec']",['64879ed95340903bb1ebb107'],,
6487a21ac6fbcccc68731842,Guillaume Guibert de la Neveu,guillaume.guibert@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano']",788054400000,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://placekitten.com/727/450,True,"['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e8']","['64879ed95340903bb1ebb112', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb115']",,
6487a21ac6fbcccc68731843,Ing. Heinz-Gerd Wende,ing..heinz-gerd@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés', 'Inglés', 'Italiano', 'Castellano']",658108800000,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/122/781,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ea']",['64879ed95340903bb1ebb117'],,
6487a21ac6fbcccc68731844,Vitali Mies,vitali.mies@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés']",999043200000,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/339x682,True,['64879e9a5340903bb1ebb0ea'],['64879e9a5340903bb1ebb0ed'],"['64879ed95340903bb1ebb111', '64879ed95340903bb1ebb106']",,
6487a21ac6fbcccc68731845,Dott. Pasqual Mengolo,dott..pasqual@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Alemán', 'Castellano']",854064000000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/943x3,True,"['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0eb']","['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ee']",['64879ed95340903bb1ebb106'],,
6487a21ac6fbcccc68731846,Giuseppe Cimarosa,giuseppe.cimarosa@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano', 'Alemán', 'Francés']",624412800000,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://picsum.photos/787/911,True,"['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ec']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb109']",,
6487a21ac6fbcccc68731847,Jeremy Butler,jeremy.butler@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Castellano']",1072569600000,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-13 00:54:18.102,male,[],https://dummyimage.com/534x710,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0ed']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb102']",,
